,Intensidad,Magnitud,GAP
998,1.0,4.2,148.0
999,1.0,4.2,157.0
1000,1.0,4.2,122.0
1001,1.0,4.2,133.0
1002,1.0,4.2,120.0
1003,1.0,4.7,115.0
1004,1.0,4.7,60.0
1005,3.1,4.7,109.0
1006,3.1,4.7,127.0
1007,3.1,4.7,118.0
1008,2.7,4.7,132.0
1009,2.2,4.7,120.0
1010,2.0,4.7,110.0
1011,2.2,4.7,121.0
1012,3.4,4.7,122.0
1013,4.1,4.7,118.0
1014,2.7,4.7,116.0
1015,1.0,4.7,143.0
1016,2.7,4.7,115.0
1017,2.0,4.7,75.0
1018,3.4,4.7,109.0
1019,2.0,4.7,144.0
1020,1.0,4.7,122.0
1021,1.0,4.7,128.0
1022,1.0,4.7,118.0
1023,1.0,4.7,87.0
1024,1.0,4.7,118.0
1025,1.0,4.7,117.0
1026,1.0,4.7,36.0
1027,1.0,4.7,49.0
1028,3.1,4.7,140.0
1029,2.0,4.7,79.0
1030,1.0,4.7,123.0
1031,1.0,4.7,127.0
1032,1.0,4.7,127.0
1033,1.0,4.7,98.0
1034,1.0,4.7,63.0
1035,1.0,4.7,66.0
1036,1.0,4.7,61.0
1037,1.0,4.7,125.0
1038,2.2,4.7,116.0
1039,1.0,4.7,105.0
1040,1.0,4.7,121.0
1041,3.8,4.7,108.0
1042,1.0,4.7,101.0
1043,2.7,4.7,122.0
1044,2.8,4.7,68.0
1045,2.7,4.7,98.0
1046,4.1,4.7,79.0
1047,3.4,4.7,109.0
1048,4.1,4.7,102.4
1049,3.1,4.7,103.1
1050,3.4,4.7,116.3
1051,3.8,4.7,82.0
1052,5.5,4.7,106.5
1053,3.8,4.7,112.3
1054,3.4,4.7,79.1
1055,4.1,4.7,98.6
1056,2.9,4.7,46.4
1057,3.8,4.7,93.5
1058,4.1,4.7,111.4
1059,2.5,4.7,97.0
1060,2.2,4.7,108.9
1061,4.1,4.7,57.4
1062,3.8,4.7,113.1
1063,3.4,4.7,127.2
1064,3.6,4.7,95.8
1065,2.0,5.2,32.0
1066,2.0,5.2,64.0
1067,1.0,5.2,59.0
1068,3.1,5.2,48.0
1069,1.0,5.2,36.0
1070,3.4,5.2,101.0
1071,3.8,5.2,111.0
1072,6.0,5.2,18.0
1073,2.0,5.2,42.0
1074,4.1,5.2,32.0
1075,3.8,5.2,53.0
1076,1.0,5.2,83.0
1077,3.8,5.2,70.0
1078,5.0,5.2,41.7
1079,5.4,5.2,33.0
1080,3.1,5.2,29.3
1081,5.4,5.2,36.7
1082,3.8,5.2,91.7
1083,5.0,5.2,54.2
1084,5.2,5.2,97.2
1085,3.8,5.7,18.0
1086,4.5,5.7,61.0
1087,3.1,5.7,29.0
1088,5.8,5.7,23.9
1089,3.9,6.2,17.0
1090,2.7,6.2,12.0
1091,5.4,6.2,28.2
1092,6.0,6.2,15.4
1093,4.6,6.2,25.6
1094,2.5,4.5,78.0
1095,1.0,4.5,86.0
1096,3.1,4.3,96.0
1097,1.0,4.1,135.0
1098,3.8,4.6,67.0
1099,4.1,4.6,46.0
1100,2.8,4.6,77.2
1101,6.0,5.1,95.6
1102,3.9,4.4,107.0
1103,2.7,4.4,52.0
1104,3.1,4.9,41.0
1105,2.9,4.9,72.0
1106,1.0,4.0,55.0
1107,1.0,4.0,56.0
1108,1.0,4.0,45.0
1109,1.0,5.0,45.0
1110,2.0,4.3,67.0
1111,3.4,4.8,61.0
1112,1.0,4.1,51.0
1113,1.0,4.1,24.0
1114,4.6,4.6,28.0
1115,1.0,4.6,23.0
1116,4.5,4.4,73.0
1117,4.8,4.9,116.4
1118,1.0,4.2,30.0
1119,3.4,4.5,108.4
1120,5.9,5.8,24.5
1121,5.3,4.6,118.0
1122,2.7,4.6,71.0
1123,3.1,4.6,66.0
1124,3.4,4.6,101.0
1125,3.1,4.9,78.0
1126,3.1,4.2,45.0
1127,1.0,4.2,57.0
1128,6.0,4.2,122.5
1129,4.1,4.3,93.0
1130,1.0,4.3,116.0
1131,6.8,5.8,13.0
1132,4.8,6.8,18.2
1133,1.0,4.0,140.0
1134,1.0,4.0,163.0
1135,1.0,4.0,117.0
1136,1.0,4.0,151.0
1137,1.0,4.0,175.0
1138,3.4,4.5,97.0
1139,2.2,4.5,83.0
1140,2.0,4.5,174.0
1141,1.0,4.5,94.0
1142,2.0,4.5,138.0
1143,2.7,4.5,117.0
1144,1.0,4.5,62.0
1145,1.0,4.5,135.0
1146,1.0,4.5,135.0
1147,1.0,4.5,133.0
1148,1.0,4.5,135.0
1149,1.0,4.5,128.0
1150,1.0,4.5,143.0
1151,1.0,4.5,146.0
1152,1.0,4.5,123.0
1153,3.1,4.5,77.0
1154,1.0,4.5,153.0
1155,1.0,4.5,133.0
1156,1.0,4.5,135.0
1157,1.0,4.5,141.0
1158,1.0,4.5,134.0
1159,1.0,4.5,141.0
1160,1.0,4.5,151.0
1161,1.0,4.5,155.0
1162,1.0,4.5,149.0
1163,1.0,4.5,133.0
1164,1.0,4.5,155.0
1165,1.0,4.5,156.1
1166,3.1,5.0,128.0
1167,2.2,5.0,98.0
1168,3.4,5.0,72.0
1169,2.2,5.0,98.0
1170,3.1,5.0,99.0
1171,3.9,5.0,51.0
1172,3.1,5.0,126.0
1173,2.7,5.0,93.0
1174,3.4,5.0,125.0
1175,1.0,5.0,136.0
1176,2.0,5.0,41.0
1177,1.0,5.0,67.0
1178,3.4,5.0,76.4
1179,3.4,5.0,117.4
1180,3.7,5.0,108.9
1181,2.7,5.0,117.8
1182,5.3,5.5,69.0
1183,2.7,5.5,32.0
1184,2.2,5.5,58.0
1185,5.3,5.5,40.0
1186,4.1,5.5,20.0
1187,4.1,5.5,73.0
1188,3.4,6.0,50.0
1189,2.2,6.0,36.0
1190,2.7,6.0,44.0
1191,3.8,6.0,52.5
1192,3.4,6.0,33.7
1193,3.3,6.0,55.5
1194,4.3,6.0,65.6
1195,5.3,7.0,12.4
1196,1.0,3.9,159.0
1197,3.3,4.3,176.0
1198,2.7,4.3,133.0
1199,2.7,4.3,165.0
1200,1.0,4.3,130.0
1201,1.0,4.3,134.0
1202,1.0,4.3,99.0
1203,1.0,4.3,154.0
1204,1.0,4.3,136.0
1205,1.0,4.3,154.0
1206,1.0,4.3,146.0
1207,1.0,4.3,95.0
1208,1.0,4.3,143.0
1209,1.0,4.3,179.0
1210,1.0,4.3,180.0
1211,1.0,4.3,157.0
1212,1.0,4.3,150.0
1213,1.0,4.3,165.0
1214,1.0,4.3,154.0
1215,1.0,4.3,135.0
1216,1.0,4.3,156.0
1217,1.0,4.3,135.0
1218,1.0,4.3,135.0
1219,1.0,4.3,159.0
1220,1.0,4.3,172.0
1221,1.0,4.3,129.0
1222,1.0,4.3,142.0
1223,1.0,4.3,156.0
1224,2.5,4.3,135.7
1225,2.5,4.3,124.1
1226,4.1,4.8,93.0
1227,4.1,4.8,123.0
1228,3.4,4.8,134.0
1229,3.1,4.8,125.0
1230,2.7,4.8,133.0
1231,4.1,4.8,120.0
1232,3.6,4.8,140.0
1233,2.7,4.8,136.0
1234,3.4,4.8,85.0
1235,3.1,4.8,133.0
1236,1.0,4.8,86.0
1237,2.7,4.8,133.0
1238,1.0,4.8,123.0
1239,1.0,4.8,117.0
1240,1.0,4.8,125.0
1241,1.0,4.8,131.0
1242,1.0,4.8,136.0
1243,1.0,4.8,108.0
1244,2.2,4.8,124.0
1245,2.9,4.8,130.9
1246,3.1,4.8,97.8
1247,3.1,4.8,131.9
1248,2.7,4.8,121.4
1249,2.2,5.3,134.0
1250,4.3,5.3,40.0
1251,4.2,5.3,50.0
1252,3.9,5.3,24.9
1253,3.0,5.3,39.1
1254,3.3,5.3,39.6
1255,5.8,5.8,15.0
1256,2.2,5.8,106.0
1257,3.1,5.8,19.0
1258,3.8,5.8,16.4
1259,2.7,5.8,54.3
1260,6.3,6.3,34.0
1261,6.1,6.3,22.9
1262,3.4,6.3,75.0
1263,6.1,6.3,30.4
1264,5.4,6.3,14.3
1265,7.9,6.8,8.0
1266,8.1,6.8,20.2
1267,6.0,7.3,14.8
1268,5.4,7.3,17.4
1269,1.0,4.1,153.0
1270,1.0,4.1,174.0
1271,1.0,4.1,127.0
1272,1.0,4.1,135.0
1273,1.0,4.1,154.0
1274,1.0,4.1,159.0
1275,1.0,4.1,104.0
1276,1.0,4.1,167.0
1277,1.0,4.1,122.0
1278,1.0,4.1,156.0
1279,1.0,4.1,136.0
1280,1.0,4.1,167.0
1281,1.0,4.1,139.0
1282,1.0,4.1,157.0
1283,1.0,4.1,122.0
1284,1.0,4.1,152.0
1285,1.0,4.1,167.0
1286,1.0,4.1,177.0
1287,2.0,4.6,122.0
1288,2.7,4.6,123.0
1289,2.7,4.6,132.0
1290,2.2,4.6,122.0
1291,1.0,4.6,151.0
1292,3.1,4.6,84.0
1293,2.7,4.6,142.0
1294,2.0,4.6,154.0
1295,2.0,4.6,125.0
1296,2.7,4.6,140.0
1297,2.7,4.6,131.0
1298,1.0,4.6,172.0
1299,1.0,4.6,86.0
1300,1.0,4.6,143.0
1301,1.0,4.6,145.0
1302,1.0,4.6,123.0
1303,3.1,4.6,134.0
1304,1.0,4.6,74.0
1305,1.0,4.6,130.0
1306,3.1,4.6,96.0
1307,1.0,4.6,143.0
1308,1.0,4.6,94.0
1309,1.0,4.6,130.0
1310,1.0,4.6,133.0
1311,1.0,4.6,135.0
1312,1.0,4.6,97.0
1313,1.0,4.6,127.0
1314,2.2,4.6,142.0
1315,1.0,4.6,99.0
1316,1.0,4.6,127.0
1317,1.0,4.6,113.0
1318,1.0,4.6,156.0
1319,1.0,4.6,150.0
1320,2.5,4.6,126.1
1321,2.7,5.1,102.0
1322,3.4,5.1,95.0
1323,3.1,5.1,24.0
1324,4.3,5.1,103.0
1325,5.3,5.1,86.0
1326,1.0,5.1,32.0
1327,2.0,5.1,102.6
1328,3.7,5.1,120.7
1329,4.8,5.6,101.0
1330,4.3,5.6,33.0
1331,3.4,5.6,77.5
1332,4.3,5.6,38.2
1333,6.3,5.6,34.6
1334,3.3,5.6,36.4
1335,4.4,5.6,48.4
1336,5.3,6.1,47.0
1337,3.4,6.1,18.0
1338,5.3,6.1,34.1
1339,5.4,6.1,19.8
1340,2.9,6.1,57.4
1341,6.1,6.6,9.5
1342,3.4,4.4,106.0
1343,1.0,4.4,137.0
1344,2.7,4.4,116.0
1345,2.0,4.4,126.0
1346,2.7,4.4,135.0
1347,2.9,4.4,143.0
1348,2.5,4.4,164.0
1349,1.0,4.4,174.0
1350,1.0,4.4,134.0
1351,1.0,4.4,135.0
1352,1.0,4.4,135.0
1353,1.0,4.4,128.0
1354,1.0,4.4,156.0
1355,1.0,4.4,99.0
1356,1.0,4.4,98.0
1357,1.0,4.4,72.0
1358,1.0,4.4,134.0
1359,1.0,4.4,156.0
1360,1.0,4.4,144.0
1361,1.0,4.4,150.0
1362,2.2,4.4,142.0
1363,1.0,4.4,130.0
1364,1.0,4.4,136.0
1365,2.7,4.4,62.0
1366,1.0,4.4,180.0
1367,1.0,4.4,179.0
1368,1.0,4.4,156.0
1369,1.0,4.4,135.0
1370,1.0,4.4,124.0
1371,1.0,4.4,159.0
1372,1.0,4.4,105.0
1373,1.0,4.4,136.0
1374,1.0,4.4,170.0
1375,1.0,4.4,161.0
1376,1.0,4.4,134.0
1377,1.0,4.4,132.0
1378,2.2,4.9,121.0
1379,2.5,4.9,70.0
1380,2.7,4.9,94.0
1381,3.8,4.9,131.0
1382,1.0,4.9,52.0
1383,1.0,4.9,96.0
1384,3.4,4.9,136.0
1385,2.0,4.9,139.0
1386,2.6,4.9,138.0
1387,2.2,4.9,136.0
1388,2.7,4.9,134.0
1389,1.0,4.9,136.0
1390,1.0,4.9,73.0
1391,2.0,4.9,135.0
1392,1.0,4.9,62.0
1393,2.2,4.9,126.0
1394,1.0,4.9,121.0
1395,2.2,4.9,80.0
1396,1.0,4.9,133.0
1397,2.0,4.9,76.6
1398,2.8,4.9,132.8
1399,4.2,4.9,88.3
1400,3.4,4.9,122.1
1401,3.1,5.4,79.0
1402,1.0,5.4,102.0
1403,3.1,5.4,36.0
1404,3.3,5.4,53.3
1405,3.4,5.4,68.2
1406,4.1,5.4,75.6
1407,4.1,5.4,91.7
1408,2.0,5.9,60.0
1409,2.5,5.9,54.0
1410,3.1,5.9,13.3
1411,4.6,5.9,66.8
1412,3.4,5.9,71.0
1413,2.7,6.4,39.9
1414,7.3,6.9,17.1
1415,3.4,4.2,159.0
1416,1.0,4.2,158.0
1417,1.0,4.2,162.0
1418,1.0,4.2,155.0
1419,1.0,4.2,106.0
1420,1.0,4.2,158.0
1421,1.0,4.2,168.0
1422,1.0,4.2,172.0
1423,1.0,4.2,157.0
1424,1.0,4.2,136.0
1425,1.0,4.2,125.0
1426,1.0,4.2,163.0
1427,1.0,4.2,135.0
1428,1.0,4.2,161.0
1429,2.2,4.7,155.0
1430,2.7,4.7,134.0
1431,1.0,4.7,125.0
1432,1.0,4.7,105.0
1433,1.0,4.7,132.0
1434,3.4,4.7,94.0
1435,1.0,4.7,136.0
1436,1.0,4.7,136.0
1437,1.0,4.7,130.0
1438,2.7,4.7,113.0
1439,2.0,4.7,115.0
1440,1.0,4.7,117.0
1441,1.0,4.7,135.0
1442,1.0,4.7,135.0
1443,1.0,4.7,93.0
1444,1.0,4.7,83.0
1445,1.0,4.7,94.0
1446,3.8,4.7,98.4
1447,2.7,4.7,86.8
1448,2.0,4.7,76.8
1449,4.1,5.2,49.0
1450,3.8,5.2,74.0
1451,2.0,5.2,100.0
1452,1.0,5.2,88.0
1453,1.0,5.2,136.0
1454,2.0,5.2,91.0
1455,1.0,5.2,83.0
1456,3.8,5.2,133.0
1457,4.1,5.2,47.0
1458,3.8,5.2,76.0
1459,4.1,5.2,49.1
1460,7.3,5.7,11.0
1461,6.4,5.7,17.0
1462,4.3,5.7,39.7
1463,4.2,5.7,34.0
1464,2.5,6.2,16.0
1465,3.4,6.2,15.0
1466,4.0,6.2,37.0
1467,3.7,6.2,40.4
1468,5.4,6.7,20.0
1469,5.0,6.7,10.9
1470,5.8,6.7,24.9
1471,6.8,7.7,10.8
1472,3.1,4.5,130.8
1473,3.6,4.3,59.0
1474,3.6,4.8,83.0
1475,3.8,4.8,36.0
1476,3.1,4.4,124.0
1477,2.0,4.0,53.0
1478,3.1,3.4,163.0
1479,3.6,3.4,132.0
1480,4.2,4.3,63.0
1481,3.1,3.8,167.0
1482,1.0,4.1,56.0
1483,1.0,4.6,31.0
1484,3.8,4.4,83.0
1485,4.3,4.4,58.0
1486,4.2,4.4,158.0
1487,7.9,5.5,22.0
1488,4.1,3.9,140.0
1489,4.1,4.6,89.0
1490,2.7,2.7,176.0
1491,3.4,3.7,143.0
1492,3.8,4.2,75.0
1493,3.8,4.0,128.0
1494,4.1,5.0,45.7
1495,4.2,5.5,27.4
1496,3.1,3.4,154.0
1497,4.1,4.8,97.0
1498,3.4,4.8,109.5
1499,2.7,4.1,147.0
1500,3.1,4.6,132.0
1501,2.9,3.2,163.0
1502,3.3,4.4,121.0
1503,1.0,4.4,106.0
1504,3.1,4.2,142.0
1505,2.7,4.0,137.0
1506,1.0,4.0,140.0
1507,1.0,4.0,134.0
1508,2.7,4.5,133.0
1509,4.2,4.5,83.0
1510,2.7,4.5,163.0
1511,2.2,4.5,124.0
1512,3.1,4.5,127.0
1513,1.0,4.5,142.0
1514,1.0,4.5,134.0
1515,3.1,4.5,144.0
1516,1.0,4.5,132.0
1517,2.0,5.0,117.0
1518,5.4,5.5,90.0
1519,5.6,5.5,15.0
1520,1.0,4.3,134.0
1521,3.1,4.3,131.0
1522,1.0,4.3,130.0
1523,1.0,4.3,58.0
1524,3.1,4.3,134.0
1525,1.0,4.3,126.0
1526,1.0,4.3,130.0
1527,2.0,4.3,133.9
1528,2.5,4.8,110.0
1529,1.0,4.8,87.0
1530,2.7,4.8,111.0
1531,2.6,4.8,136.0
1532,2.7,4.8,129.0
1533,2.5,4.8,134.0
1534,2.7,4.8,123.0
1535,3.6,4.8,141.0
1536,2.5,4.8,118.0
1537,3.7,5.3,91.5
1538,4.8,5.3,27.8
1539,3.8,5.8,77.6
1540,5.3,6.3,33.0
1541,5.3,6.3,51.0
1542,2.2,4.1,145.0
1543,1.0,4.1,126.0
1544,1.0,4.1,170.0
1545,1.0,4.1,167.0
1546,1.0,4.1,133.0
1547,1.0,4.1,133.0
1548,4.6,4.6,117.0
1549,3.1,4.6,140.0
1550,2.0,4.6,97.0
1551,4.1,4.6,90.0
1552,2.5,4.6,135.0
1553,2.7,4.6,129.0
1554,2.7,4.6,115.0
1555,1.0,4.6,148.0
1556,1.0,4.6,86.0
1557,1.0,4.6,149.0
1558,3.1,4.6,134.0
1559,2.0,4.6,127.6
1560,4.6,5.1,41.0
1561,2.5,5.1,113.1
1562,5.5,6.1,24.0
1563,3.4,4.4,61.0
1564,2.2,4.4,142.0
1565,1.0,4.4,116.0
1566,1.0,4.4,134.0
1567,1.0,4.4,132.0
1568,1.0,4.4,138.0
1569,1.0,4.4,107.0
1570,1.0,4.4,134.0
1571,2.7,4.9,132.0
1572,3.1,4.9,124.1
1573,2.7,4.9,119.5
1574,6.0,5.4,19.0
1575,3.3,5.4,90.0
1576,5.3,5.9,16.2
1577,3.1,4.2,147.0
1578,2.7,4.2,141.0
1579,1.0,4.2,160.0
1580,1.0,4.2,130.0
1581,1.0,4.2,157.0
1582,3.2,4.2,104.7
1583,3.1,4.7,80.0
1584,3.4,4.7,133.0
1585,2.9,4.7,121.0
1586,2.2,4.7,107.0
1587,3.3,4.7,116.0
1588,4.1,4.7,96.0
1589,2.7,4.7,133.8
1590,3.4,5.2,29.0
1591,3.8,5.2,78.0
1592,3.7,5.2,53.0
1593,2.0,5.2,56.0
1594,3.1,5.2,39.0
1595,3.4,5.7,108.0
1596,3.1,5.7,55.5
1597,1.0,4.0,155.0
1598,2.0,4.5,135.0
1599,2.4,4.5,130.0
1600,1.0,4.5,137.0
1601,4.2,4.5,136.0
1602,2.7,4.5,105.0
1603,1.0,4.5,143.0
1604,3.8,4.5,123.0
1605,1.0,4.5,99.0
1606,2.7,4.5,150.0
1607,3.1,4.5,120.0
1608,1.0,4.5,151.0
1609,1.0,4.5,135.0
1610,1.0,4.5,135.0
1611,1.0,4.5,129.0
1612,1.0,4.5,147.0
1613,1.0,4.5,93.0
1614,1.0,4.5,150.0
1615,1.0,4.5,118.0
1616,1.0,4.5,137.0
1617,1.0,4.5,120.0
1618,1.0,4.5,118.0
1619,3.1,4.5,107.3
1620,3.8,4.5,120.2
1621,3.7,4.5,114.3
1622,1.0,5.0,149.0
1623,4.8,5.0,63.0
1624,3.4,5.0,94.0
1625,3.4,5.0,87.0
1626,3.8,5.0,74.0
1627,4.6,5.0,106.4
1628,3.4,5.0,49.1
1629,3.1,5.0,89.9
1630,5.0,5.5,21.0
1631,2.0,5.5,28.0
1632,3.8,5.5,19.7
1633,5.0,5.5,23.8
1634,8.1,6.0,43.0
1635,4.0,6.0,29.7
1636,7.3,7.0,35.0
1637,5.3,7.0,18.2
1638,1.0,4.3,137.0
1639,1.0,4.3,108.0
1640,1.0,4.3,135.0
1641,1.0,4.3,130.0
1642,3.8,4.8,122.0
1643,3.8,4.8,99.0
1644,2.0,4.8,163.0
1645,4.1,4.8,125.0
1646,3.4,4.8,88.0
1647,2.8,4.8,124.0
1648,3.1,4.8,122.0
1649,4.1,4.8,76.0
1650,1.0,4.8,130.0
1651,1.0,4.8,76.0
1652,3.8,4.8,48.8
1653,2.0,4.8,119.2
1654,4.8,5.3,24.0
1655,7.2,5.3,115.0
1656,1.0,5.3,84.0
1657,4.8,5.3,21.2
1658,5.8,5.3,48.9
1659,5.4,5.8,18.0
1660,9.1,9.1,9.5
1661,1.0,4.1,179.0
1662,1.0,4.1,112.0
1663,1.0,4.1,155.0
1664,1.0,4.1,134.0
1665,1.0,4.1,158.0
1666,1.0,4.1,136.0
1667,3.4,4.6,51.0
1668,2.0,4.6,126.0
1669,2.2,4.6,98.0
1670,1.0,4.6,134.0
1671,2.2,4.6,134.0
1672,2.7,4.6,115.0
1673,2.0,4.6,156.0
1674,2.2,4.6,148.0
1675,2.0,4.6,135.0
1676,2.7,4.6,113.0
1677,1.0,4.6,65.0
1678,1.0,4.6,130.0
1679,3.1,4.6,66.0
1680,2.7,4.6,116.0
1681,1.0,4.6,122.0
1682,1.0,4.6,127.0
1683,2.7,4.6,98.0
1684,1.0,4.6,79.0
1685,1.0,4.6,92.0
1686,1.0,4.6,141.0
1687,1.0,4.6,135.0
1688,1.0,4.6,96.0
1689,2.0,4.6,121.9
1690,3.4,4.6,121.2
1691,2.9,5.1,56.0
1692,4.6,5.1,52.0
1693,3.1,5.1,108.0
1694,2.7,5.1,18.0
1695,3.1,5.1,16.0
1696,3.8,5.1,48.5
1697,3.6,5.1,75.0
1698,2.7,5.1,64.5
1699,3.4,5.6,41.0
1700,5.4,5.6,40.0
1701,3.1,5.6,35.2
1702,4.8,5.6,51.5
1703,5.4,6.1,22.0
1704,3.3,6.1,12.5
1705,3.1,6.1,47.4
1706,9.1,7.1,11.0
1707,6.0,7.1,10.0
1708,7.8,7.1,17.7
1709,3.1,4.4,135.0
1710,2.0,4.4,133.0
1711,3.4,4.4,129.0
1712,0.0,4.4,117.0
1713,6.1,4.4,135.0
1714,2.2,4.4,171.0
1715,2.7,4.4,133.0
1716,2.2,4.4,123.0
1717,2.7,4.4,114.0
1718,1.0,4.4,144.0
1719,1.0,4.4,130.0
1720,4.8,4.4,136.0
1721,1.0,4.4,135.0
1722,1.0,4.4,156.0
1723,1.0,4.4,136.0
1724,3.8,4.4,121.8
1725,3.1,4.9,92.0
1726,1.0,4.9,104.0
1727,4.3,4.9,122.0
1728,2.2,4.9,117.0
1729,2.0,4.9,73.0
1730,4.1,4.9,120.0
1731,3.6,4.9,114.0
1732,1.0,4.9,136.0
1733,2.7,4.9,68.5
1734,3.1,4.9,72.8
1735,3.1,4.9,48.7
1736,3.4,4.9,130.1
1737,3.3,4.9,54.5
1738,1.0,5.4,25.0
1739,3.4,5.9,41.0
1740,5.6,5.9,21.0
1741,3.5,6.4,18.2
1742,4.6,4.2,176.0
1743,1.0,4.2,123.0
1744,1.0,4.2,137.0
1745,1.0,4.2,148.0
1746,1.0,4.2,135.0
1747,2.7,4.7,120.0
1748,2.9,4.7,116.0
1749,3.1,4.7,113.0
1750,4.1,4.7,121.0
1751,1.0,4.7,130.0
1752,3.5,4.7,124.0
1753,2.7,4.7,129.8
1754,3.8,4.7,110.0
1755,3.1,4.7,121.5
1756,4.3,4.7,114.5
1757,4.6,5.2,150.0
1758,3.4,5.2,71.0
1759,5.5,5.2,48.3
1760,2.2,5.2,48.8
1761,4.2,5.2,47.1
1762,4.1,5.7,62.0
1763,4.1,5.7,17.5
1764,5.0,6.2,32.0
1765,4.8,6.2,20.4
1766,1.0,4.5,42.0
1767,1.0,4.5,53.0
1768,6.2,5.0,95.9
1769,1.0,4.3,53.0
1770,3.1,4.8,60.0
1771,3.9,4.8,96.7
1772,2.2,5.3,68.3
1773,2.7,4.6,73.0
1774,3.4,4.6,39.0
1775,1.0,4.6,123.0
1776,4.3,4.6,44.0
1777,1.0,4.6,47.0
1778,1.0,4.6,53.0
1779,1.0,4.6,103.0
1780,4.6,5.1,119.0
1781,5.9,5.1,100.0
1782,3.8,5.1,49.0
1783,4.3,5.1,91.0
1784,2.0,4.4,94.0
1785,2.7,4.4,89.0
1786,5.5,4.9,99.0
1787,1.0,4.2,79.0
1788,1.0,4.2,51.0
1789,1.0,4.2,73.0
1790,2.7,4.2,43.0
1791,4.1,4.7,107.0
1792,6.9,5.2,51.0
1793,3.4,5.2,70.0
1794,8.5,6.2,19.0
1795,3.4,5.2,54.4
1796,2.0,3.8,132.0
1797,4.2,4.1,93.0
1798,2.8,3.7,147.0
1799,2.5,4.4,88.0
1800,4.1,4.7,97.0
1801,4.1,4.0,167.0
1802,2.4,4.0,137.0
1803,3.8,4.5,118.0
1804,3.4,4.5,135.0
1805,3.1,4.5,123.0
1806,3.1,4.5,127.0
1807,3.1,4.5,147.0
1808,3.6,4.5,128.0
1809,3.8,4.5,114.0
1810,3.1,4.5,142.0
1811,2.7,4.5,156.0
1812,2.7,4.5,143.0
1813,4.1,4.5,155.0
1814,2.7,4.5,138.0
1815,3.0,4.5,154.0
1816,2.9,4.5,148.0
1817,3.1,4.5,121.0
1818,4.3,4.5,108.0
1819,4.6,4.5,107.0
1820,4.3,4.5,126.0
1821,5.3,4.5,92.0
1822,2.2,4.5,131.0
1823,4.6,4.5,120.0
1824,2.7,4.5,142.0
1825,3.4,4.5,126.0
1826,3.1,4.5,113.0
1827,1.0,4.5,116.0
1828,1.0,4.5,145.0
1829,4.1,4.5,116.0
1830,3.0,4.5,127.0
1831,4.2,4.5,86.0
1832,5.2,4.5,118.0
1833,3.3,4.5,128.0
1834,5.0,4.5,92.0
1835,1.0,4.5,117.0
1836,1.0,4.5,155.0
1837,1.0,4.5,150.0
1838,4.3,4.5,115.0
1839,2.7,4.5,108.8
1840,3.1,5.0,113.0
1841,5.4,5.0,51.0
1842,5.3,5.0,42.0
1843,4.8,5.0,95.0
1844,5.0,5.0,90.0
1845,5.4,5.0,42.0
1846,4.3,5.0,37.0
1847,5.0,5.0,51.0
1848,5.0,5.0,81.0
1849,5.4,5.0,113.0
1850,5.4,5.0,27.0
1851,5.0,5.0,108.0
1852,5.3,5.0,95.0
1853,4.1,5.0,78.0
1854,5.3,5.0,115.0
1855,4.0,5.0,74.0
1856,5.0,5.0,92.6
1857,5.3,5.0,63.9
1858,5.6,5.0,70.4
1859,2.7,5.0,20.4
1860,2.7,5.0,69.7
1861,5.3,5.0,59.6
1862,4.3,5.0,85.9
1863,6.0,5.5,86.0
1864,6.4,5.5,32.0
1865,5.0,5.5,42.1
1866,3.6,5.5,30.7
1867,2.7,3.4,171.0
1868,2.7,3.9,146.0
1869,1.0,3.9,123.0
1870,3.1,4.3,144.0
1871,4.2,4.3,115.0
1872,2.2,4.3,144.0
1873,2.2,4.3,74.0
1874,2.2,4.3,126.0
1875,3.1,4.3,176.0
1876,3.1,4.3,144.0
1877,4.3,4.3,136.0
1878,3.1,4.3,171.0
1879,2.7,4.3,133.0
1880,3.1,4.3,131.0
1881,2.0,4.3,130.0
1882,2.7,4.3,150.0
1883,2.9,4.3,151.0
1884,1.0,4.3,151.0
1885,1.0,4.3,118.0
1886,1.0,4.3,113.0
1887,1.0,4.3,83.0
1888,4.1,4.3,124.0
1889,3.1,4.3,135.0
1890,1.0,4.3,165.0
1891,1.0,4.3,145.0
1892,1.0,4.3,120.0
1893,1.0,4.3,155.0
1894,3.4,4.3,115.0
1895,3.1,4.3,113.0
1896,1.0,4.3,130.0
1897,1.0,4.3,128.0
1898,3.8,4.3,126.2
1899,6.0,4.8,55.0
1900,3.1,4.8,128.0
1901,6.3,4.8,68.0
1902,3.4,4.8,108.0
1903,2.9,4.8,133.0
1904,3.4,4.8,125.0
1905,4.8,4.8,114.0
1906,4.5,4.8,108.0
1907,4.1,4.8,120.0
1908,5.3,4.8,102.0
1909,3.1,4.8,86.4
1910,3.8,4.8,97.8
1911,2.9,4.8,62.4
1912,3.4,4.8,84.0
1913,4.6,4.8,57.2
1914,4.3,4.8,101.8
1915,5.6,5.3,37.0
1916,6.5,5.3,47.0
1917,5.4,5.3,88.0
1918,5.4,5.3,66.0
1919,4.3,5.8,26.0
1920,2.9,3.8,147.0
1921,2.7,4.1,148.0
1922,3.4,4.1,152.0
1923,3.1,4.1,153.0
1924,3.1,4.1,133.0
1925,2.2,4.1,149.0
1926,1.0,4.1,171.0
1927,2.2,4.1,90.0
1928,3.1,4.6,103.0
1929,4.0,4.6,124.0
